Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,7500.0,3,Online Advertising,Oppose Valerie Moore,PM,Google,,online advertising,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,25.0,3,Data,Oppose Valerie Moore,PM,,,data,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Hulu,,,,2450 Colorado Ave,Santa Monica,CA,90404,,1151.23,3,Digital Advertising,Oppose Valerie Moore,PM,Hulu,,Digital advertising,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,300.0,3,website production/hosting,Oppose Valerie Moore,PM,online,,website production/hosting,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500.0,3,Digital Ad Production,Oppose Valerie Moore,PM,digital,,digital ad production,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-14 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,4167.0,3,Online Advertising,Oppose Valerie Moore,PM,Fox TV,,online advertising,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,7606.77,3,Online Advertising,Oppose Valerie Moore,PM,online,,online advertising,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,3000.0,3,Digital Advertising,Oppose Valerie Moore,PM,Facebook,,digital advertising,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-21 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,3565.0,3,Video production/placement,Oppose Valerie Moore,PM,Digital,1 ad + digital placement,Video production/placement,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-17 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-22 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
