Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-12 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,1757.88,3,Mailer,LINDA HARMON (HD-29),PM,,"2,515","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-06 0:00:00,TARGETED VICTORY,,,,2311 WILSON BLVD STE 200,ARLINGTON,VA,22201,,2500,3,Digital Advertising,LINDA HARMON (HD-29),PM,,3/6/26-6/2/26,DIGITAL AD PRODUCTION,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-01 0:00:00,Canvass America,,,,45 N HILL DR STE 100,WARRENTON,VA,20186,,679,3,Canvassing,LINDA HARMON (HD-29),PM,DOORKNOCKING,3/1/26-3/25/26,DOORKNOCKING,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-01 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD,ARLINGTON,VA,22203,,260.09,3,Canvassing,LINDA HARMON (HD-29),PM,DOORKNOCKING,3/1/26-3/15/26,DOORKNOCKING,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-01 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,1994.8,3,DOORHANGER,LINDA HARMON (HD-29),PM,,"2,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-27 0:00:00,IN PURSUIT OF,,,,4201 WILSON BLVD STE 900,ARLINGTON,VA,22203,,7450,3,Digital Advertising,LINDA HARMON (HD-29),PM,"FACEBOOK, INSTAGRAM, CTV & DSP",2/27/26-6/2/26,DIGITAL AD PLACEMENT,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-27 0:00:00,TARGETED VICTORY,,,,2311 WILSON BLVD STE 200,ARLINGTON,VA,22201,,750,3,Digital Advertising,LINDA HARMON (HD-29),PM,,2/27/26-6/2/26,DIGITAL AD PRODUCTION,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-08 0:00:00,META PLATFORMS INC,,,,1 META WAY,MENLO PARK,CA,94025,,5.12,3,Digital Advertising,LINDA HARMON (HD-29),PM,FACEBOOK,2/8/26-2/19/26,DIGITAL AD PLACEMENT,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 0:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3199.88,3,Radio Advertising,Support Linda Harmon,PM,Radio,,Radio Advertising,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-21 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563,3,Mail production/postage,Support Linda Harmon,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-17 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563,3,Mail production/postage,Support Linda Harmon,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2563,3,Mail production/postage,Support Linda Harmon,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
