Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-26 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203.0,,97.53,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,3/26/26-3/31/26,DOORKNOCKING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-16 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203.0,,1040.38,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,4/16/26-4/25/26,DOORKNOCKING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-01 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203.0,,1040.38,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,4/1/26-4/15/26,DOORKNOCKING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,1802.52,3.0,Mailer,JOHN SOUTH (HD-28),PM,,"2,683","MAILER DESIGN, PRINTING, AND PRODUCTION",N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-15 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,1780.91,3.0,DOORHANGER,JOHN SOUTH (HD-28),PM,,"3,000","DOORHANGER DESIGN, PRINTING, AND PRODUCTION",N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-02 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,1987.8,3.0,DOORHANGER,JOHN SOUTH (HD-28),PM,,"2,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-27 00:00:00,IN PURSUIT OF,,,,4201 WILSON BLVD STE 900,ARLINGTON,VA,22203.0,,4200.0,3.0,Digital Advertising,JOHN SOUTH (HD-28),PM,"FACEBOOK, INSTAGRAM, CTV & DSP",2/27/26-6/2/26,DIGITAL AD PALCEMENT,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-27 00:00:00,TARGETED VICTORY,,,,2311 WILSON BLVD STE 200,ARLINGTON,VA,22201.0,,2000.0,3.0,Digital Advertising,JOHN SOUTH (HD-28),PM,,2/27/26-6/2/26,DIGITAL AD PRODUCTION,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-08 00:00:00,META PLATFORMS INC,,,,1 META WAY,MENLO PARK,CA,94025.0,,5.11,3.0,Digital Advertising,JOHN SOUTH (HD-28),PM,FACEBOOK,2/8/26-2/19/26,DIGITAL AD PLACEMENT,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-02 00:00:00,Canvass America,,,,45 N HILL DR STE 100,WARRENTON,VA,20186.0,,679.0,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,3/2/26-3/25/26,DOORKNOCKING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-02 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203.0,,260.09,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,3/2/26-3/15/26,DOORKNOCKING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-12 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,443.79,3.0,Mailer,JOHN SOUTH (HD-28),PM,,"2,683",MAILER POSTAGE,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-12 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,1796.02,3.0,Mailer,JOHN SOUTH (HD-28),PM,,"2,683","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-16 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203.0,,162.56,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,3/16/26-3/25/26,DOORKNOCKING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-17 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2424.0,3,Mail production/postage,Support John South,PM,Mail,"2,092",Mail production/postage,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-21 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2424.0,3,Mail production/postage,Support John South,PM,Mail,"2,092",Mail production/postage,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2424.0,3,Mail production/postage,Support John South,PM,Mail,"2,092",Mail production/postage,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2424.0,3,Mail production/postage,Support John South,PM,Mail,"2,092",Mail production/postage,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
