Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
Montana Rural Voters Action Fund,11/26/2025 to 12/31/2025,C6,2025-12-18 0:00:00,WORC,,,,220 S 27th St STE B,Billings,MT,59101,,9047.06,3,Canvass time and Facebook ads in support of municipal candidates,"Aguirre, Nicholson, Lindley, Strong, Olp, Schreiner, Nelson",GN,Canvassing & Facebook,"Canvassing Oct/Nov and 4,700 impressions",Canvass time and Facebook ads in support of municipal candidates,N,,,,,,,,,,NELLY NICOL | MICHELE BINKLEY | TRISH SCHREIBER,HOUSE DISTRICT 53 | HOUSE DISTRICT 85 | HOUSE DISTRICT 76,REP | REP | REP,STATE REPRESENTATIVE DISTRICT 53 | STATE REPRESENTATIVE DISTRICT 85 | STATE REPRESENTATIVE DISTRICT 76
Montana Rural Voters Action Fund,10/25/2025 to 11/25/2025,C6,2025-10-31 0:00:00,,Dustin,,Ogdin,2224 Pine St,Billings,MT,59101,,722.5,3,"Research/design/schedule Facebook ads in support of Aguirre, Nicholson, Strong, Olp, Lindley, Schreiner, Bitz, Bernhardt, Reed, Rigby, Wilcox, Battles","Aguirre, Nicholson, Strong, Olp, Lindley, Schreiner, Bitz, Bernhardt, Reed, Rigby, Wilcox, Battles",GN,Facebook,appx 8.5 hours,"Research/design/schedule Facebook ads in support of Aguirre, Nicholson, Strong, Olp, Lindley, Schreiner, Bitz, Bernhardt, Reed, Rigby, Wilcox, Battles",N,,,,,,,,,,NELLY NICOL | MICHELE BINKLEY | TRISH SCHREIBER,HOUSE DISTRICT 53 | HOUSE DISTRICT 85 | HOUSE DISTRICT 76,REP | REP | REP,STATE REPRESENTATIVE DISTRICT 53 | STATE REPRESENTATIVE DISTRICT 85 | STATE REPRESENTATIVE DISTRICT 76
Montana Rural Voters Action Fund,09/26/2025 to 10/24/2025,C6,2025-10-21 0:00:00,Billings Times,,,,2919 Montana Ave,Billings,MT,59101,,2100,3,Walk cards in support of Lindley and Nelson,Lindley and Nelson,GN,canvass walk cards,"Lindley 2,500, Nelson 5,000",Walk cards in support of Lindley and Nelson,N,,,,,,,,,,MICHELE BINKLEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
Montana Rural Voters Action Fund,09/26/2025 to 10/24/2025,C6,2025-10-10 0:00:00,Navigate Campaigns,,,,1328 Florida Ave NW,Washington,DC,20009,,40297.09,3,"Printing and postage for mailers in support of Nicholson, Aguirre, Nelson, Lindley, Schreiner","Nicholson, Aguirre, Nelson, Lindley, Schreiner",GN,mailers,"Nicholson 3,327, Aguirre 3,823, Lindley 5,299, Nelson 20,002, Schreiner 8,946","Printing and postage for mailers in support of Nicholson, Aguirre, Nelson, Lindley, Schreiner",N,,,,,,,,,,NELLY NICOL | MICHELE BINKLEY | TRISH SCHREIBER,HOUSE DISTRICT 53 | HOUSE DISTRICT 85 | HOUSE DISTRICT 76,REP | REP | REP,STATE REPRESENTATIVE DISTRICT 53 | STATE REPRESENTATIVE DISTRICT 85 | STATE REPRESENTATIVE DISTRICT 76
Montana Senate Leadership PAC,03/26/2026 to 04/25/2026,C6,2026-04-17 0:00:00,American Campaign Advisors LLC,,,,6104 Old Fredericksburg Rd,Austin,TX,78749,,4129.15,3,"Positive mailer-Love, SD43",Love SD43,PM,Postcard Mailer,"Love, 5000 printed, 4369 mailed & postage","Design, Printing, Postage",N,,,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
Montana Senate Leadership PAC,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,American Campaign Advisors LLC,,,,6104 Old Fredericksburg Rd,Austin,TX,78749,,10988.34,3,Positive Mailer Gunderson SD1 $4133; Galloway SD11 $2991.08; Wicks SD14 $3864.26,"Gunderson SD1, Galloway SD11, Wicks SD14",PM,Postcard Mailer,"(Gunderson 5000 printed, 4380 mailed & postage) (Galloway 2746 printed, 2746 mailed & postage) (Wicks 3637 printed, 3637 mailed & postage)","Design, Printing, Postage",N,,,,,,,,,,STEVE GUNDERSON | STEVEN GALLOWAY | MARK L WICKS,SENATE DISTRICT 1 | SENATE DISTRICT 11 | SENATE DISTRICT 14,REP | REP | REP,STATE SENATOR DISTRICT 1 | STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 14
Montana Senate Leadership PAC,03/26/2026 to 04/25/2026,C6,2026-04-10 0:00:00,American Campaign Advisors LLC,,,,6104 Old Fredericksburg Rd,Austin,TX,78749,,15117.49,3,"Positive Mailer (Gunderson SD 1 $4,133),  Positive (Galloway SD 11$2,990.10), Postive (Wicks SD 14 $3,864.26), Postive (Love SD 43 $4,129.15)","Gunderson SD1, Galloway SD11, Wicks SD14, Love SD43",PM,Postcard Mailer,"(Gunderson 5000 printed, 4360 mailed & postage) (Galloway 2746 printed, 2746 mailed & postage)  (Wicks 3637 printed, 3647 mailed & postage)  (Love 5000 printed, 4369 mailed & postage)","Design, Printing, Postage",N,,,,,,,,,,STEVE GUNDERSON | STEVEN GALLOWAY | MARK L WICKS | KATHY LOVE,SENATE DISTRICT 1 | SENATE DISTRICT 11 | SENATE DISTRICT 14 | SENATE DISTRICT 43,REP | REP | REP | REP,STATE SENATOR DISTRICT 1 | STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 14 | STATE SENATOR DISTRICT 43
Montana Senate Leadership PAC,03/26/2026 to 04/25/2026,C6,2026-04-04 0:00:00,Facebook,,,,1 Meta Way,Menlo Park,CA,94025,,976.81,3,"FB boost for Kathy Love SD43, Only candidate that can fix property tax"" ",Kathy Love,PM,Facebook,"34,227 views, for 21 days",Boosting on FB,N,,,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
Montana Senate Leadership PAC,03/26/2026 to 04/25/2026,C6,2026-04-04 0:00:00,Facebook,,,,1 Meta Way,Menlo Park,CA,94025,,499.26,3,"FB boost for S. Galloway SD 11, stands with the military. ",Steven Galloway,PM,Facebook,"56,006 views, for 21 days",FB boosting,N,,,,,,,,,,STEVEN GALLOWAY,SENATE DISTRICT 11,REP,STATE SENATOR DISTRICT 11
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Alphagraphics,,,,1947 South Avenue West,Missoula,MT,59801,,796.23,3,Door Hangers for canvassing,Dave Bedey SD 43,PM,,2250,,N,,,,,,,,,,DAVID BEDEY,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Alphagraphics,,,,1947 South Avenue West,Missoula,MT,59801,,368.53,3,Door Hangers for canvassing,Susan Geise HD 17,PM,,800,,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Alphagraphics,,,,1947 South Avenue West,Missoula,MT,59801,,155.92,3,Door Hangers for canvassing,John Fitzpatrick HD 76,PM,,250,,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Bridge Pizza,,,,600 South Higgins,Missoula,MT,59801,,76,3,Food during phone banking,Curtis Cochran HD 90,PM,,,,N,,,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Alphagraphics,,,,1947 South Avenue West,Missoula,MT,59801,,368.53,3,Door Hangers for canvassing,Linda Reksten HD 13,PM,,800,,N,,,,,,,,,,LINDA REKSTEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Alphagraphics,,,,1947 South Avenue West,Missoula,MT,59801,,434.6,3,Door Hangers for canvassing,Michele Binkley HD 85,PM,,1000,,N,,,,,,,,,,MICHELE BINKLEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Alphagraphics,,,,1947 South Avenue West,Missoula,MT,59801,,513.63,3,Door Hangers for canvassing,Wayne Rusk HD 86,PM,,1250,,N,,,,,,,,,,WAYNE RUSK,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-20 0:00:00,Alpha Graphics,,,,1947 South Avenue West,Missoula,MT,59801,,497.1,3,Door Hangers for canvassing,Curtis Cochran HD 90,PM,,1200,,N,,,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
ProLife Flathead Valley,01/01/2026 to 03/25/2026,C6,2026-03-16 0:00:00,Utmost Graphics,,,,PO Box 9726,KALISPELL,MT,59904,,36.5,3,50 Printed Envelopes,Shaun Pandina for HD4,PM,Printed Envelopes for Donations,50,Office Supplies,N,,,,,,,,,,SHAUN PANDINA,HOUSE DISTRICT 4,REP,STATE REPRESENTATIVE DISTRICT 4
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2310,3,Mail production/postage,Support Trevor Funseth,PM,Mail,2566,mail production/postage,N,,,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2433,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,2113,mail production/postage,N,,,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2385,3,Mail production/postage,Oppose Wayne Rusk,PM,Mail,2004,mail production/postage,N,,,,,,,,,,WAYNE RUSK,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,2352,mail production/postage,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2552,3,Mail production/postage,Oppose Brad Barker,PM,mail,2387,mail production/postage,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2928,3,Mail production/postage,Oppose Stay Zinn,PM,Mail,2200,mail production/postage,N,,,,,,,,,,STACY ZINN,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2260,3,Mail production/postage,Oppose Ole Hedstrom,PM,Mail,1716,mail production/postage,N,,,,,,,,,,OLE HEDSTROM,HOUSE DISTRICT 49,REP,STATE REPRESENTATIVE DISTRICT 49
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2310,3,Mail production/postage,Oppose Eric Peterson,PM,Mail,2566,mail production/postage,N,,,,,,,,,,ERIC PETERSON,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2483,3,Mail production/postage,Oppose Susan Geise,PM,Mail,2229,mail production/postage,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2995,3,Mail production/postage,Oppose Shelley Vance,PM,Mail,3407,mail production/postage,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3662,3,Mail production/postage,Oppose Chris Rindal,PM,Mail,4944,mail production/postage,N,,,,,,,,,,CHRIS RINDAL,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2974,3,Mail production/postage,Oppose George Nikolakakos,PM,Mail,3360,mail production/postage,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2483,3,Mail production/postage,Support Nelly Nicol,PM,mail,2230,mail production/postage,N,,,,,,,,,,NELLY NICOL,HOUSE DISTRICT 53,REP,STATE REPRESENTATIVE DISTRICT 53
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3662,3,Mail production/postage,Support Barry Usher,PM,Mail,4944,mail production/postage,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2483,3,Mail production/postage,Oppose Susan Geise,PM,mail,2229,mail production/postage,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3281,3,Mail production/postage,Oppose Mike Talia,PM,mail,4066,mail production/postage,N,,,,,,,,,,MIKE TALIA,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2995,3,Mail production/postage,Oppose Shelley Vance,PM,mail,3407,mail production/postage,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3662,3,Mail production/postage,Oppose Chris Rindal,PM,Mail,4944,mail production/postage,N,,,,,,,,,,CHRIS RINDAL,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,4144,mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2974,3,Mail production/postage,Oppose George Nikolakakos,PM,Mail,3360,mail production/postage,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Wise Digital Strategies,,,,27122 Sable Oaks Lane,Houston,TX,77433,,5000,3,Digital Advertising,Oppose John Fitzpatrick,PM,Online,,Digital Advertising,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Wise Digital Strategies,,,,27122 Sable Oaks Lane,Houston,TX,77433,,5000,3,Digital Advertising,Oppose Curtis Cochran,PM,online,,Digital Advertising,N,,,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Wise Digital Strategies,,,,27122 Sable Oaks Lane,Houston,TX,77433,,5000,3,Digital Advertising,Oppose Shelley Vance,PM,online,,digital advertising,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Wise Digital Strategies,,,,27122 Sable Oaks Lane,Houston,TX,77433,,5000,3,Digital Advertising,Oppose Susan Geise,PM,online,,Digital advertising,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Wise Digital Strategies,,,,27122 Sable Oaks Lane,Houston,TX,77433,,5000,3,Digital Advertising,Oppose George Nikolakakos,PM,Online,,digital advertising,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2385,3,Mail production/postage,Oppose Wayne Rusk,PM,Mail,2004,mail production/postage,N,,,,,,,,,,WAYNE RUSK,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,2352,mail production/postage,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2555,3,Mail production/postage,Oppose Ken Walsh,PM,Mail,2394,mail production/postage,N,,,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2555,3,Mail production/postage,Oppose Ken Walsh,PM,Mail,2394,mail production/postage,N,,,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,1091.5,3,Mail production/postage,Support Jed Hinkle,PM,Mail,1537,mail production/postage,N,,,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,1091.5,3,Mail production/postage,Oppose Russ Nelson,PM,Mail,1537,mail production/postage,N,,,,,,,,,,RUSSELL C NELSON,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2183,3,Mail production/postage,Oppose Russ Nelson,PM,Mail,1537,mail production/postage,N,,,,,,,,,,RUSSELL C NELSON,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2552,3,Mail production/postage,Oppose Brad Barker,PM,Mail,2387,mail production/postage,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2483,3,Mail production/postage,Oppose Troy Charbonneau,PM,Mail,2230,mil production/postage,N,,,,,,,,,,TROY CHARBONNEAU,HOUSE DISTRICT 53,REP,STATE REPRESENTATIVE DISTRICT 53
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2928,3,Mail production/postage,Oppose Stacy Zinn,PM,Mail,2200,mail production/postage,N,,,,,,,,,,STACY ZINN,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2260,3,Mail production/postage,Oppose Ole Hedstrom,PM,Mail,1716,mail production/postage,N,,,,,,,,,,OLE HEDSTROM,HOUSE DISTRICT 49,REP,STATE REPRESENTATIVE DISTRICT 49
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2626,3,Mail production/postage,Oppose Jason Ellsworth,PM,Mail,2557,mail production/postage,N,,,,,,,,,,JASON ELLSWORTH,HOUSE DISTRICT 34,REP,STATE REPRESENTATIVE DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2563,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2310,3,Mail production/postage,Oppose Eric Peterson,PM,mail,2566,mail production/postage,N,,,,,,,,,,ERIC PETERSON,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,2352,mail production/postage,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Barry Usher,PM,digital,,digital ad production,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Ken Allen,PM,digital,,digital ad production,N,,,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Jed Hinkle,PM,Digital,,digital ad production,N,,,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Ed Walker,PM,digital,,digital ad production,N,,,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Trevor Funseth,PM,digital,,digital ad production,N,,,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Steve LaPraim,PM,digital,,digital ad production,N,,,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Caleb Hinkle,PM,digital,,digital ad production,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500,3,Digital Ad Production,Support Greg Kmetz,PM,digital,,digital ad production,N,,,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
